scientificName	scientificNameID	count	scientificNameMatch	url	status	scientificNameaccepted	rank	kingdom	class	family	isMarine	isBrackish	isFreshwater	isTerrestrial	isExtinct
Dino-Group-I-Clade-2 X sp.		62													
Dino-Group-I-Clade-3		28													
Dino-Group-I-Clade-3 X sp.		378													
Dino-Group-I-Clade-4		302													
Dino-Group-I-Clade-4 X sp.		1286													
Dino-Group-I-Clade-5 X sp.		1058													
Dino-Group-I-Clade-6 X sp.		2													
Dino-Group-I-Clade-7 X sp.		38													
Dino-Group-I-Clade-8 X sp.		57													
Dino-Group-II		2511													
Dino-Group-II XX sp.		51													
Dino-Group-II-Clade-1 X sp.		1178													
Dino-Group-II-Clade-10-and-11 X sp.		1310													
Dino-Group-II-Clade-12 X sp.		526													
Dino-Group-II-Clade-13 X sp.		272													
Dino-Group-II-Clade-14 X sp.		549													
Dino-Group-II-Clade-15 X sp.		15													
Dino-Group-II-Clade-16 X sp.		111													
Dino-Group-II-Clade-17 X sp.		162													
Dino-Group-II-Clade-18 X sp.		54													
Dino-Group-II-Clade-19 X sp.		252													
Dino-Group-II-Clade-2 X sp.		65													
Dino-Group-II-Clade-20 X sp.		133													
Dino-Group-II-Clade-22 X sp.		221													
Dino-Group-II-Clade-23 X sp.		160													
Dino-Group-II-Clade-26 X sp.		153													
Dino-Group-II-Clade-27 X sp.		59													
Dino-Group-II-Clade-28 X sp.		14													
Dino-Group-II-Clade-3 X sp.		676													
Dino-Group-II-Clade-30 X sp.		153													
Dino-Group-II-Clade-32 X sp.		45													
Dino-Group-II-Clade-33 X sp.		7													
Dino-Group-II-Clade-35 X sp.		9													
Dino-Group-II-Clade-36 X sp.		6													
Dino-Group-II-Clade-37 X sp.		2													
Dino-Group-II-Clade-38 X sp.		42													
Dino-Group-II-Clade-39 X sp.		283													
Dino-Group-II-Clade-4 X sp.		481													
Dino-Group-II-Clade-42 X sp.		102													
Dino-Group-II-Clade-44 X sp.		181													
Dino-Group-II-Clade-46 X sp.		63													
Dino-Group-II-Clade-47 X sp.		123													
Dino-Group-II-Clade-5 X sp.		245													
Dino-Group-II-Clade-50 X sp.		30													
Dino-Group-II-Clade-52 XX sp.		64													
Dino-Group-II-Clade-55 X sp.		37													
Dino-Group-II-Clade-57 X sp.		3													
Dino-Group-II-Clade-6 X sp.		189													
Dino-Group-II-Clade-7 X sp.		224													
Dino-Group-II-Clade-8 X sp.		21													
Dino-Group-III XX sp.		804													
Dino-Group-IV		75													
Dino-Group-V XX sp.		64													
Dinobryon divergens cluster1		30													
Dinophilus gyrociliatus	urn:lsid:marinespecies.org:taxname:130000	22	Dinophilus gyrociliatus	https://marinespecies.org/aphia.php?p=taxdetails&id=130000	unaccepted	Dimorphilus gyrociliatus	Species	Animalia	Polychaeta	Dinophilidae	1	0	0	0	0
Dinophyceae	urn:lsid:marinespecies.org:taxname:19542	9046	Dinophyceae	https://marinespecies.org/aphia.php?p=taxdetails&id=19542	accepted	Dinophyceae	Class	Chromista	Dinophyceae		1	1	1	1	
Dinophysiales	urn:lsid:marinespecies.org:taxname:109390	24	Dinophysiales	https://marinespecies.org/aphia.php?p=taxdetails&id=109390	unaccepted	Dinophysales	Order	Chromista	Dinophyceae		1	1	1		
Dinophysis	urn:lsid:marinespecies.org:taxname:109462	2	Dinophysis	https://marinespecies.org/aphia.php?p=taxdetails&id=109462	accepted	Dinophysis	Genus	Chromista	Dinophyceae	Dinophysaceae	1	1			
Dinothrix	urn:lsid:marinespecies.org:taxname:601564	89	Dinothrix	https://marinespecies.org/aphia.php?p=taxdetails&id=601564	accepted	Dinothrix	Genus	Chromista	Dinoflagellata incertae sedis		1				
Dinovorax pyriformis	urn:lsid:marinespecies.org:taxname:1731853	4	Dinovorax pyriformis	https://marinespecies.org/aphia.php?p=taxdetails&id=1731853	accepted	Dinovorax pyriformis	Species	Protozoa	Perkinsophyceae	Parviluciferaceae	1				
Diodora	urn:lsid:marinespecies.org:taxname:138011	4	Diodora	https://marinespecies.org/aphia.php?p=taxdetails&id=138011	accepted	Diodora	Genus	Animalia	Gastropoda	Fissurellidae	1		0	0	0
Diodora cayenensis	urn:lsid:marinespecies.org:taxname:160265	3	Diodora cayenensis	https://marinespecies.org/aphia.php?p=taxdetails&id=160265	accepted	Diodora cayenensis	Species	Animalia	Gastropoda	Fissurellidae	1				
Diodora octagona	urn:lsid:marinespecies.org:taxname:571921	14	Diodora octagona	https://marinespecies.org/aphia.php?p=taxdetails&id=571921	accepted	Diodora octagona	Species	Animalia	Gastropoda	Fissurellidae	1				
Dioithona oculata	urn:lsid:marinespecies.org:taxname:346358	131	Dioithona oculata	https://marinespecies.org/aphia.php?p=taxdetails&id=346358	accepted	Dioithona oculata	Species	Animalia	Copepoda	Oithonidae	1	0	0	0	
Diosaccus sp.		3													
Dioscorea		4													
Diphyes chamissonis	urn:lsid:marinespecies.org:taxname:287246	23	Diphyes chamissonis	https://marinespecies.org/aphia.php?p=taxdetails&id=287246	accepted	Diphyes chamissonis	Species	Animalia	Hydrozoa	Diphyidae	1	0	0	0	0
Diplogastrellus sp.		4													
Diplolaimella dievengatensis	urn:lsid:marinespecies.org:taxname:153434	7	Diplolaimella dievengatensis	https://marinespecies.org/aphia.php?p=taxdetails&id=153434	accepted	Diplolaimella dievengatensis	Species	Animalia	Chromadorea	Monhysteridae	1				
Diplolaimelloides	urn:lsid:marinespecies.org:taxname:2445	1	Diplolaimelloides	https://marinespecies.org/aphia.php?p=taxdetails&id=2445	accepted	Diplolaimelloides	Genus	Animalia	Chromadorea	Monhysteridae	1	1			
Diplonemidae	urn:lsid:marinespecies.org:taxname:1736280	19	Diplonemidae	https://marinespecies.org/aphia.php?p=taxdetails&id=1736280	accepted	Diplonemidae	Family	Protozoa	Diplonemea	Diplonemidae	1				
Diplonemidae X sp.		29													
Diplopsalidaceae	urn:lsid:marinespecies.org:taxname:986809	3	Diplopsalidaceae	https://marinespecies.org/aphia.php?p=taxdetails&id=986809	unaccepted	Protoperidiniaceae	Family	Chromista	Dinophyceae	Diplopsalidaceae	1	1			0
Diploscapter sp.		12													
Diplosoma	urn:lsid:marinespecies.org:taxname:103457	673	Diplosoma	https://marinespecies.org/aphia.php?p=taxdetails&id=103457	accepted	Diplosoma	Genus	Animalia	Ascidiacea	Didemnidae	1		0	0	
Diplosoma listerianum	urn:lsid:marinespecies.org:taxname:103579	10	Diplosoma listerianum	https://marinespecies.org/aphia.php?p=taxdetails&id=103579	accepted	Diplosoma listerianum	Species	Animalia	Ascidiacea	Didemnidae	1		0	0	
Diplosoma virens	urn:lsid:marinespecies.org:taxname:250422	98	Diplosoma virens	https://marinespecies.org/aphia.php?p=taxdetails&id=250422	accepted	Diplosoma virens	Species	Animalia	Ascidiacea	Didemnidae	1		0	0	
Diplosphaera chodatii	urn:lsid:marinespecies.org:taxname:608378	4	Diplosphaera chodatii	https://marinespecies.org/aphia.php?p=taxdetails&id=608378	accepted	Diplosphaera chodatii	Species	Plantae	Trebouxiophyceae	Stichococcaceae	0	0	0	1	
Dipodascus	urn:lsid:marinespecies.org:taxname:1457050	22	Dipodascus	https://marinespecies.org/aphia.php?p=taxdetails&id=1457050	accepted	Dipodascus	Genus	Fungi	Saccharomycetes	Dipodascaceae	1				
Dipodascus capitatus		19													
Dipodascus magnusii		6													
Dipolydora	urn:lsid:marinespecies.org:taxname:129611	5	Dipolydora	https://marinespecies.org/aphia.php?p=taxdetails&id=129611	accepted	Dipolydora	Genus	Animalia	Polychaeta	Spionidae	1	0	0	0	0
Dipolydora carunculata	urn:lsid:marinespecies.org:taxname:1455940	14	Dipolydora carunculata	https://marinespecies.org/aphia.php?p=taxdetails&id=1455940	accepted	Dipolydora carunculata	Species	Animalia	Polychaeta	Spionidae	1	0	0	0	0
Dipolydora socialis	urn:lsid:marinespecies.org:taxname:131124	3	Dipolydora socialis	https://marinespecies.org/aphia.php?p=taxdetails&id=131124	accepted	Dipolydora socialis	Species	Animalia	Polychaeta	Spionidae	1	0	1	0	0
Diptera	urn:lsid:marinespecies.org:taxname:118088	23	Diptera	https://marinespecies.org/aphia.php?p=taxdetails&id=118088	accepted	Diptera	Order	Animalia	Hexapoda		1	1	1	1	
Discoba-Euglenozoa		2													
Discocephalidae	urn:lsid:marinespecies.org:taxname:425502	6	Discocephalidae	https://marinespecies.org/aphia.php?p=taxdetails&id=425502	accepted	Discocephalidae	Family	Chromista	Spirotrichea	Discocephalidae	1	0	0	0	
Discodoris concinna	urn:lsid:marinespecies.org:taxname:139562	6	Discodoris concinna	https://marinespecies.org/aphia.php?p=taxdetails&id=139562	nomen dubium		Species	Animalia	Gastropoda	Discodorididae	1				
Discophrya collini		1													
Discosea-Discosea X		1													
Distaplia dubia	urn:lsid:marinespecies.org:taxname:250140	26	Distaplia dubia	https://marinespecies.org/aphia.php?p=taxdetails&id=250140	accepted	Distaplia dubia	Species	Animalia	Ascidiacea	Holozoidae	1		0	0	
Ditrichocorycaeus anglicus	urn:lsid:marinespecies.org:taxname:128805	208	Ditrichocorycaeus anglicus	https://marinespecies.org/aphia.php?p=taxdetails&id=128805	accepted	Ditrichocorycaeus anglicus	Species	Animalia	Copepoda	Corycaeidae	1	1	0	0	
Dolabella auricularia	urn:lsid:marinespecies.org:taxname:208629	26	Dolabella auricularia	https://marinespecies.org/aphia.php?p=taxdetails&id=208629	accepted	Dolabella auricularia	Species	Animalia	Gastropoda	Aplysiidae	1	1	0	0	
Dolabrifera dolabrifera	urn:lsid:marinespecies.org:taxname:224652	4	Dolabrifera dolabrifera	https://marinespecies.org/aphia.php?p=taxdetails&id=224652	accepted	Dolabrifera dolabrifera	Species	Animalia	Gastropoda	Aplysiidae	1				
Dolabrifera edmundsi	urn:lsid:marinespecies.org:taxname:1053449	1	Dolabrifera edmundsi	https://marinespecies.org/aphia.php?p=taxdetails&id=1053449	accepted	Dolabrifera edmundsi	Species	Animalia	Gastropoda	Aplysiidae	1				
Dolichomastigaceae	urn:lsid:marinespecies.org:taxname:493886	72	Dolichomastigaceae	https://marinespecies.org/aphia.php?p=taxdetails&id=493886	accepted	Dolichomastigaceae	Family	Plantae	Mamiellophyceae	Dolichomastigaceae	1				
Dolichomastigaceae-B sp.		22													
Dolichomastigales	urn:lsid:marinespecies.org:taxname:493836	18	Dolichomastigales	https://marinespecies.org/aphia.php?p=taxdetails&id=493836	accepted	Dolichomastigales	Order	Plantae	Mamiellophyceae		1				
Dolichomastix tenuilepis	urn:lsid:marinespecies.org:taxname:345463	191	Dolichomastix tenuilepis	https://marinespecies.org/aphia.php?p=taxdetails&id=345463	accepted	Dolichomastix tenuilepis	Species	Plantae	Mamiellophyceae	Dolichomastigaceae	1				
Doliolum denticulatum	urn:lsid:marinespecies.org:taxname:137246	2	Doliolum denticulatum	https://marinespecies.org/aphia.php?p=taxdetails&id=137246	accepted	Doliolum denticulatum	Species	Animalia	Thaliacea	Doliolidae	1		0	0	
Domecia hispida	urn:lsid:marinespecies.org:taxname:209146	1	Domecia hispida	https://marinespecies.org/aphia.php?p=taxdetails&id=209146	accepted	Domecia hispida	Species	Animalia	Malacostraca	Domeciidae	1	0	0	0	0
Dorvillea similis	urn:lsid:marinespecies.org:taxname:332770	2	Dorvillea similis	https://marinespecies.org/aphia.php?p=taxdetails&id=332770	accepted	Dorvillea similis	Species	Animalia	Polychaeta	Dorvilleidae	1	0	0	0	0
Dothideomycetes	urn:lsid:marinespecies.org:taxname:147577	1750	Dothideomycetes	https://marinespecies.org/aphia.php?p=taxdetails&id=147577	accepted	Dothideomycetes	Class	Fungi	Dothideomycetes		1	1	1	1	
Dothideomycetes:mito		7													
Drawida nepalensis	urn:lsid:marinespecies.org:taxname:1072111	2	Drawida nepalensis	https://marinespecies.org/aphia.php?p=taxdetails&id=1072111	accepted	Drawida nepalensis	Species	Animalia	Clitellata	Moniligastridae				1	0
Drupa ricinus	urn:lsid:marinespecies.org:taxname:596436	1	Drupa ricinus	https://marinespecies.org/aphia.php?p=taxdetails&id=596436	superseded combination	Sistrum ricinus	Species	Animalia	Gastropoda	Muricidae	1	0	0	0	
Drupa rubusidaeus	urn:lsid:marinespecies.org:taxname:212142	4	Drupa rubusidaeus	https://marinespecies.org/aphia.php?p=taxdetails&id=212142	superseded combination	Ricinella rubusidaeus	Species	Animalia	Gastropoda	Muricidae	1	0	0	0	
Drupella cornus	urn:lsid:marinespecies.org:taxname:212155	1	Drupella cornus	https://marinespecies.org/aphia.php?p=taxdetails&id=212155	accepted	Drupella cornus	Species	Animalia	Gastropoda	Muricidae	1				
Drupella margariticola	urn:lsid:marinespecies.org:taxname:576817	17	Drupella margariticola	https://marinespecies.org/aphia.php?p=taxdetails&id=576817	accepted	Drupella margariticola	Species	Animalia	Gastropoda	Muricidae	1				
Drupella rugosa	urn:lsid:marinespecies.org:taxname:212154	5	Drupella rugosa	https://marinespecies.org/aphia.php?p=taxdetails&id=212154	accepted	Drupella rugosa	Species	Animalia	Gastropoda	Muricidae	1				
Drupina grossularia	urn:lsid:marinespecies.org:taxname:596434	1	Drupina grossularia	https://marinespecies.org/aphia.php?p=taxdetails&id=596434	accepted	Drupina grossularia	Species	Animalia	Gastropoda	Muricidae	1				
Dunaliella viridis	urn:lsid:marinespecies.org:taxname:621517	2	Dunaliella viridis	https://marinespecies.org/aphia.php?p=taxdetails&id=621517	accepted	Dunaliella viridis	Species	Plantae	Chlorophyceae	Dunaliellaceae	1		1	1	
Durinskia	urn:lsid:marinespecies.org:taxname:248117	23	Durinskia	https://marinespecies.org/aphia.php?p=taxdetails&id=248117	accepted	Durinskia	Genus	Chromista	Dinophyceae	Kryptoperidiniaceae	1		1		
Durusdinium sp.		67													
Durvillaea antarctica	urn:lsid:marinespecies.org:taxname:373370	18	Durvillaea antarctica	https://marinespecies.org/aphia.php?p=taxdetails&id=373370	accepted	Durvillaea antarctica	Species	Chromista	Phaeophyceae	Durvillaeaceae	1				
Dysidea	urn:lsid:marinespecies.org:taxname:131745	5	Dysidea	https://marinespecies.org/aphia.php?p=taxdetails&id=131745	accepted	Dysidea	Genus	Animalia	Demospongiae	Dysideidae	1	0	0	0	
Dysidea arenaria	urn:lsid:marinespecies.org:taxname:164922	12	Dysidea arenaria	https://marinespecies.org/aphia.php?p=taxdetails&id=164922	accepted	Dysidea arenaria	Species	Animalia	Demospongiae	Dysideidae	1	0	0	0	
Dysteria 1 sp.		24													
Dysteria 2 sp.		19													
Dysteriidae	urn:lsid:marinespecies.org:taxname:178677	11	Dysteriidae	https://marinespecies.org/aphia.php?p=taxdetails&id=178677	accepted	Dysteriidae	Family	Chromista	Phyllopharyngea	Dysteriidae	1	0	1	0	
Dysteriidae X sp.		9													
Ebriacea		145													
Echiniscoides sigismundi	urn:lsid:marinespecies.org:taxname:136679	1	Echiniscoides sigismundi	https://marinespecies.org/aphia.php?p=taxdetails&id=136679	accepted	Echiniscoides sigismundi	Species	Animalia	Heterotardigrada	Echiniscoididae	1				
Echinoderes sp.		8													
Echinodermata	urn:lsid:marinespecies.org:taxname:1806	26	Echinodermata	https://marinespecies.org/aphia.php?p=taxdetails&id=1806	accepted	Echinodermata	Phylum	Animalia			1	1	0	0	0
Echinodermata XX		345													
Echinodictyum asperum	urn:lsid:marinespecies.org:taxname:167963	6	Echinodictyum asperum	https://marinespecies.org/aphia.php?p=taxdetails&id=167963	accepted	Echinodictyum asperum	Species	Animalia	Demospongiae	Raspailiidae	1	0	0	0	0
Echinolittorina feejeensis	urn:lsid:marinespecies.org:taxname:437366	4	Echinolittorina feejeensis	https://marinespecies.org/aphia.php?p=taxdetails&id=437366	accepted	Echinolittorina feejeensis	Species	Animalia	Gastropoda	Littorinidae	1	0	0	0	
Echinometra	urn:lsid:marinespecies.org:taxname:179659	1	Echinometra	https://marinespecies.org/aphia.php?p=taxdetails&id=179659	accepted	Echinometra	Genus	Animalia	Echinoidea	Echinometridae	1	0	0	0	0
Echinosteliopsis oligospora		1													
Echinothrix calamaris	urn:lsid:marinespecies.org:taxname:213377	2	Echinothrix calamaris	https://marinespecies.org/aphia.php?p=taxdetails&id=213377	accepted	Echinothrix calamaris	Species	Animalia	Echinoidea	Diadematidae	1	0	0	0	0
Echinothrix diadema	urn:lsid:marinespecies.org:taxname:213378	10	Echinothrix diadema	https://marinespecies.org/aphia.php?p=taxdetails&id=213378	accepted	Echinothrix diadema	Species	Animalia	Echinoidea	Diadematidae	1	0	0	0	0
Ecteinascidia conklini	urn:lsid:marinespecies.org:taxname:250172	12	Ecteinascidia conklini	https://marinespecies.org/aphia.php?p=taxdetails&id=250172	accepted	Ecteinascidia conklini	Species	Animalia	Ascidiacea	Perophoridae	1		0	0	
Ecteinascidia turbinata	urn:lsid:marinespecies.org:taxname:103756	58	Ecteinascidia turbinata	https://marinespecies.org/aphia.php?p=taxdetails&id=103756	accepted	Ecteinascidia turbinata	Species	Animalia	Ascidiacea	Perophoridae	1		0	0	
Ectocarpales	urn:lsid:marinespecies.org:taxname:842	59	Ectocarpales	https://marinespecies.org/aphia.php?p=taxdetails&id=842	accepted	Ectocarpales	Order	Chromista	Phaeophyceae		1	1	1		
Ectocarpus siliculosus	urn:lsid:marinespecies.org:taxname:145410	12	Ectocarpus siliculosus	https://marinespecies.org/aphia.php?p=taxdetails&id=145410	accepted	Ectocarpus siliculosus	Species	Chromista	Phaeophyceae	Ectocarpaceae	1	1	1		
Ectopsocopsis cryptomeriae	urn:lsid:marinespecies.org:taxname:1490122	1	Ectopsocopsis cryptomeriae	https://marinespecies.org/aphia.php?p=taxdetails&id=1490122	accepted	Ectopsocopsis cryptomeriae	Species	Animalia	Hexapoda	Ectopsocidae				1	
Edwardsia longicornis	urn:lsid:marinespecies.org:taxname:100889	11	Edwardsia longicornis	https://marinespecies.org/aphia.php?p=taxdetails&id=100889	accepted	Edwardsia longicornis	Species	Animalia	Hexacorallia	Edwardsiidae	1			0	
Eimeria dispersa		1													
Eimeria10		6													
Eimeriida		28													
Eimeriidae	urn:lsid:marinespecies.org:taxname:562832	40	Eimeriidae	https://marinespecies.org/aphia.php?p=taxdetails&id=562832	accepted	Eimeriidae	Family	Chromista	Conoidasida	Eimeriidae	1	1	1	1	
Elaphocordyceps ophioglossoides		113													
Elasmopus nkjaf	urn:lsid:marinespecies.org:taxname:1364147	2	Elasmopus nkjaf	https://marinespecies.org/aphia.php?p=taxdetails&id=1364147	accepted	Elasmopus nkjaf	Species	Animalia	Malacostraca	Maeridae	1	0	0	0	0
Eleotris acanthopoma	urn:lsid:marinespecies.org:taxname:219355	3	Eleotris acanthopoma	https://marinespecies.org/aphia.php?p=taxdetails&id=219355	unaccepted	Eleotris acanthopomus	Species	Animalia	Teleostei	Eleotridae	1	1	1	0	
Eleotris fusca	urn:lsid:marinespecies.org:taxname:219356	3	Eleotris fusca	https://marinespecies.org/aphia.php?p=taxdetails&id=219356	accepted	Eleotris fusca	Species	Animalia	Teleostei	Eleotridae	1	1	1	0	
Eleotris melanosoma	urn:lsid:marinespecies.org:taxname:219353	7	Eleotris melanosoma	https://marinespecies.org/aphia.php?p=taxdetails&id=219353	accepted	Eleotris melanosoma	Species	Animalia	Teleostei	Eleotridae	1	1	1	0	
Ellipsomyxa	urn:lsid:marinespecies.org:taxname:390865	5	Ellipsomyxa	https://marinespecies.org/aphia.php?p=taxdetails&id=390865	accepted	Ellipsomyxa	Genus	Animalia	Myxozoa	Ceratomyxidae	1	1	1		
Ellipsomyxa gobii	urn:lsid:marinespecies.org:taxname:395971	9	Ellipsomyxa gobii	https://marinespecies.org/aphia.php?p=taxdetails&id=395971	accepted	Ellipsomyxa gobii	Species	Animalia	Myxozoa	Ceratomyxidae	1				
Elysia	urn:lsid:marinespecies.org:taxname:137928	3	Elysia	https://marinespecies.org/aphia.php?p=taxdetails&id=137928	accepted	Elysia	Genus	Animalia	Gastropoda	Plakobranchidae	1				
Elysia ornata	urn:lsid:marinespecies.org:taxname:139682	7	Elysia ornata	https://marinespecies.org/aphia.php?p=taxdetails&id=139682	accepted	Elysia ornata	Species	Animalia	Gastropoda	Plakobranchidae	1				
Elysia pusilla	urn:lsid:marinespecies.org:taxname:536474	2	Elysia pusilla	https://marinespecies.org/aphia.php?p=taxdetails&id=536474	accepted	Elysia pusilla	Species	Animalia	Gastropoda	Plakobranchidae	1		0	0	
Elysia tomentosa	urn:lsid:marinespecies.org:taxname:233601	2	Elysia tomentosa	https://marinespecies.org/aphia.php?p=taxdetails&id=233601	accepted	Elysia tomentosa	Species	Animalia	Gastropoda	Plakobranchidae	1				
Embryophyceae XX		1530													
Emiliania huxleyi	urn:lsid:marinespecies.org:taxname:115104	41	Emiliania huxleyi	https://marinespecies.org/aphia.php?p=taxdetails&id=115104	unaccepted	Gephyrocapsa huxleyi	Species	Chromista	Coccolithophyceae	Noelaerhabdaceae	1				
Emprosthopharynx lysiosquillae		1													
Enchytraeidae	urn:lsid:marinespecies.org:taxname:2038	1	Enchytraeidae	https://marinespecies.org/aphia.php?p=taxdetails&id=2038	accepted	Enchytraeidae	Family	Animalia	Clitellata	Enchytraeidae	1	1	1	1	
Endeis flaccida	urn:lsid:marinespecies.org:taxname:239883	2	Endeis flaccida	https://marinespecies.org/aphia.php?p=taxdetails&id=239883	accepted	Endeis flaccida	Species	Animalia	Pycnogonida	Endeidae	1	0	0	0	
Endo5-lineage XXX sp.		32													
Endolimax nana		7													
Endomyxa	urn:lsid:marinespecies.org:taxname:562853	11	Endomyxa	https://marinespecies.org/aphia.php?p=taxdetails&id=562853	accepted	Endomyxa	Subphylum	Chromista			1	0	0	0	
Endomyxa Novel-clade-9 X sp.		21													
Endomyxa-Ascetosporea XXX sp.		11													
Enopla	urn:lsid:marinespecies.org:taxname:1294	1	Enopla	https://marinespecies.org/aphia.php?p=taxdetails&id=1294	unaccepted	Hoplonemertea	Class	Animalia	Enopla		1				
Enoplea X		264													
